,Date,Language,Text,clean_text
418,2022-09-11 00:57:31+00:00,en,Huntington  Beach Coastal Cleanup Sunday 9/11/2022 - Organized by Inspired by Cannabis  https://t.co/1kz3qi3oyG,huntington beach coastal cleanup sunday organized inspired cannabis 
419,2022-09-11 00:54:51+00:00,en,My mom is asking me what do I look for in a man. I’m about to piss her off and tell her “Someobe who smokes weed and has a big D.”,mom asking look man im piss tell someobe smokes weed big d 
420,2022-09-11 00:53:43+00:00,en,@cam_weed @StampedeSBN Great observation, great observation
421,2022-09-11 00:53:30+00:00,en,@cam_weed I’m done, im done
422,2022-09-11 00:49:33+00:00,en,@Mr_Somebody___ Weed’s good for ya, weeds good ya
423,2022-09-11 00:47:33+00:00,en,"RT @paidpriestess: Great sex &amp; good weed to start my 

SATURDAY! &amp; you’re funding it CUCK! 😜

$65! CA // VENMO - XXFYPMXX 

Findom | Paypig…",rt great sex amp good weed start saturday amp youre funding cuck ca venmo xxfypmxx findom paypig
424,2022-09-11 00:47:23+00:00,en,Life is good when you smoke a blunt out in public. Glad weed is legal! https://t.co/YIDKOaBHda,life good smoke blunt public glad weed legal 
425,2022-09-11 00:45:43+00:00,en,"@carrabbas 
Come for the huge pasta bowls. Stay for the marijuana. 💚 @ Carrabba's Italian Grill https://t.co/jU4bGTDPWb", come huge pasta bowls stay marijuana carrabba italian grill 
426,2022-09-11 00:43:38+00:00,en,@aqu4grl Yo I just KNOW that weed is HITTING, yo know weed hitting
427,2022-09-11 00:43:00+00:00,en,@GeminiEsports1 @PoloCampbell @Alpine_Cannabis Congrats. I’m jealous lol., congrats im jealous lol 
428,2022-09-11 00:41:38+00:00,en,Ion neva be stressin cuz i be smokin weed,ion neva stressin cuz smokin weed
429,2022-09-11 00:36:25+00:00,en,as i down 15mg weed/3cbd, weed 
430,2022-09-11 00:36:08+00:00,en,@joncoopertweets And weed, weed
431,2022-09-11 00:35:29+00:00,en,Santa Monica Coastal Cleanup Saturday 9/18/2022 - Organized by Inspired by Cannabis  (Copy)  https://t.co/dGPPVk3tsl,santa monica coastal cleanup saturday organized inspired cannabis copy 
432,2022-09-11 00:24:19+00:00,en,"Hard to put words to how wonderful it was to walk through the oak savanna at Nachusa and see it filled with sweet Joe Pye weed, white snakeroot, goldenrods, and asters. Even a few wild bergamot still in bloom! https://t.co/FHFEOiIQZG",hard put words wonderful walk oak savanna nachusa see filled sweet joe pye weed white snakeroot goldenrods asters even wild bergamot still bloom 
433,2022-09-11 00:23:35+00:00,en,Maybe this the weed talking but the older we get the faster time goes. I swear as kids we had all the time in the world now look a whole damn year has gone by and we’re all shook …,maybe weed talking older get faster time goes swear kids time world look whole damn year gone were shook 
434,2022-09-11 00:23:04+00:00,en,Weed and #UFC279 🤷🏻‍♂️,weed 
435,2022-09-11 00:22:12+00:00,en,@AZ_Brittney @Canaansdad1987 Very happy if I had the bread in a place I would throw a super cake party with a bunch of weed to burn., happy bread place would throw super cake party bunch weed burn 
436,2022-09-11 00:21:51+00:00,en,Me after using the $ was going to spend on #UFC279 on weed and whiskey and watching it on a free link lol https://t.co/IEWzYi1WoX,using going spend weed whiskey watching free link lol 
437,2022-09-11 00:18:43+00:00,en,"RT @snoopdoggslungz: 📸 Chem D
🌱(ig) https://t.co/08Krz2QMVZ 
#weed https://t.co/ZK4181FY1f",rt chem d ig 
438,2022-09-11 00:17:55+00:00,en,"RT @paidpriestess: Great sex &amp; good weed to start my 

SATURDAY! &amp; you’re funding it CUCK! 😜

$65! CA // VENMO - XXFYPMXX 

Findom | Paypig…",rt great sex amp good weed start saturday amp youre funding cuck ca venmo xxfypmxx findom paypig
439,2022-09-11 00:13:00+00:00,en,Any Dolphins down for the game and wanna smoke or something? I brought good weed 😭😭😭.,dolphins game wanna smoke something brought good weed 
440,2022-09-11 00:09:37+00:00,en,@oliveosun That was always how I let weed go during my breaks.  Just did it without the big “I’m bout to quit” speech.  Going on 9 months now but I’ve taken 1-3 year breaks before easily, always let weed go breaks without big im bout quit speech going months ive taken year breaks easily
441,2022-09-11 00:04:30+00:00,en,@cindikg161 Fuck yeah! It's a travesty so many are serving time for dealing weed!, fuck yeah travesty many serving time dealing weed 
442,2022-09-11 00:00:09+00:00,en,If something isn’t done to weed out corruption and bring about necessary reform ; our country will be full fledged fascist brown shirts. https://t.co/CtHDqm9GjX,something isnt done weed corruption bring necessary reform country full fledged fascist brown shirts 
443,2022-09-10 23:58:47+00:00,en,Smoking all the weed the night before you cross into Canada the next day has always been my favorite tour tradition,smoking weed night cross canada next day always favorite tour tradition
444,2022-09-10 23:57:57+00:00,en,My first tweet of September. I need some weed.,first tweet september need weed 
445,2022-09-10 23:48:20+00:00,en,"New Video Alert 🚨

Check out new Too High Cinema run thru and review for Marvel Studios SHE HULK ATTORNEY AT LAW EPISODE 4.
Leave comments for what you would like to see reviewed next.
https://t.co/QNRc1r1o0J
#toohighcinema,#shehulkattorneyatlaw #klbsupply, #cannabis, #loki, https://t.co/ULNDC9XBlp",new video alert check new high cinema run thru review marvel studios hulk attorney law episode leave comments would like see reviewed next 
446,2022-09-10 23:47:27+00:00,en,wanna get really high rn but i have no weed,wanna get really high rn weed
447,2022-09-10 23:39:04+00:00,en,@Bmwelker Never blame the weed man…never., never blame weed mannever 
448,2022-09-10 23:34:47+00:00,en,@Mr_Completely @LL_Rain @briancolligan Bought lots of weed from the “cornbread mafia” in Kentucky. Borderline hippie rednecks you don’t want to cross😎, bought lots weed cornbread mafia kentucky borderline hippie rednecks dont want cross
449,2022-09-10 23:34:45+00:00,en,"RT @snoopdoggslungz: 📸 Chem D
🌱(ig) https://t.co/08Krz2QMVZ 
#weed https://t.co/ZK4181FY1f",rt chem d ig 
450,2022-09-10 23:33:20+00:00,en,@Apocalypse979 That’s what the weed is for bubba…, thats weed bubba
451,2022-09-10 23:28:14+00:00,en,So I just noticed but has anyone zoomed in on this picture? Please tell me what you notice! It better not be the weed tripping me out!,noticed anyone zoomed picture please tell notice better weed tripping out 
452,2022-09-10 23:28:05+00:00,en,@dkaygee @AssusReamus The joints always floated by at the concerts in the 1960s and 70s #Weed is very popular then and now., joints always floated concerts popular now 
453,2022-09-10 23:27:22+00:00,en,@notlorilight @DAOGMGAWDDESS @sweezyswey @naijanneka @sour4pple Weed in Mylar!? 😂 Just use a glass jar like a grown up. Mylar 100% works well but save em for the good shit that actually goes bad quickly… https://t.co/lKVnigdQKn, weed mylar use glass jar like grown up mylar works well save em good shit actually goes bad quickly 
454,2022-09-10 23:22:58+00:00,en,@KittenKarlyle Can’t go wrong with some good weed, cant go wrong good weed
455,2022-09-10 23:22:44+00:00,en,"RT @snoopdoggslungz: 📸 Chem D
🌱(ig) https://t.co/08Krz2QMVZ 
#weed https://t.co/ZK4181FY1f",rt chem d ig 
456,2022-09-10 23:21:28+00:00,en,"@Exxams @CPhT_LVN_RN @RFTCP @TAMUPolice You act as if people don't just like, smoke weed anyways.", act people like smoke weed anyways 
457,2022-09-10 23:20:18+00:00,en,"📸 Chem D
🌱(ig) https://t.co/08Krz2QMVZ 
#weed https://t.co/ZK4181FY1f", chem d ig 
458,2022-09-10 23:18:39+00:00,en,"For me in high school if I can pull a lick, set someone up to get robed, I would get free marijuana lol so",high school pull lick set someone get robed would get free marijuana lol
459,2022-09-10 23:17:34+00:00,en,"Jesus christ he's back again. Apparently he just wanted to smoke??? Lol at this rate I'm already paranoid enough, I do not need weed to make it worse after you show up with that fucking skeleton mask 3 times today 😅",jesus christ he back again apparently wanted smoke lol rate i already paranoid enough need weed make worse show fucking skeleton mask times today 
460,2022-09-10 23:14:33+00:00,en,"Be A Weed Full Color Mug for just $19.99 
➤ https://t.co/hXFyPPLaD6
Free Shipping Worldwide! 🚚
✅ T-Shirts 
✅ Phone Cases
✅ Hoodies
✅ Microfleece Blankets
 #printondemand #merchandize https://t.co/4CRqW4Muwt",weed full color mug free shipping worldwide t shirts phone cases hoodies microfleece blankets 
461,2022-09-10 23:13:35+00:00,en,"if weed legal in the state i serve, why can’t i smoke it again? *don’t @ me, im just talking *",weed legal state serve cant smoke again dont me im talking 
462,2022-09-10 23:05:12+00:00,en,"RT @scottlo93047584: Cannabis Cultivation &amp; Distribution Business For Sale (San Diego County, CA) https://t.co/LNnpLu8wO9",rt cannabis cultivation amp distribution business sale san diego county ca 
463,2022-09-10 23:05:02+00:00,en,Legalize my medicine marijuana no seizures 9 years freedom is special https://t.co/SPZdKE2WmU,legalize medicine marijuana seizures years freedom special 
464,2022-09-10 23:04:52+00:00,en,"@bidenisasleep @DebbieN2020 @GregAbbott_TX @TexasFootball Not true, so far his plans our
Expand Medicaid
Protect Unions and workers organizing
Raise the minimum wage
Property Tax relief
Protect Women’s reproductive rights
Fix the grid
Prevent mass shootings
Fund our public schools and pay our teachers well
Legalize marijuana
More jobs"," true far plans our
expand medicaid
protect unions workers organizing
raise minimum wage
property tax relief
protect womens reproductive rights
fix grid
prevent mass shootings
fund public schools pay teachers well
legalize marijuana
more jobs"
465,2022-09-10 23:03:46+00:00,en,"@Tw1nty @jesmy Starting in SF she only had jobs because of W. Brown influence, poor performance as AG in CA - hard on marijuana soft on felons buying guns, all VP assignments border etc. miserable failures. Specific enough?", starting sf jobs w brown influence poor performance ag ca hard marijuana soft felons buying guns vp assignments border etc miserable failures specific enough 
466,2022-09-10 22:58:46+00:00,en,I don’t know who weed worse St. Louis or Florida like damnnnn cali really the goat.,dont know weed worse st louis florida like damnnnn cali really goat 
467,2022-09-10 22:53:06+00:00,en,"@daikoku_ca Listen to overview on how food grade cannabis medicine fixes most brain issues. 'Doc' Peter has been making and taking his own Edible Healing Paste for over 7 years. Replaces the need for Pharmaceuticals INCLUDING OPIOIDS and Xanax.
https://t.co/56qgWxELvk...", listen overview food grade cannabis medicine fixes brain issues peter making taking edible healing paste years replaces need pharmaceuticals including opioids xanax 
468,2022-09-10 22:48:57+00:00,en,"RT @CBCMontreal: Santé Cannabis, the only no-fee medical cannabis service covered by Quebec's public health insurance, is in trouble and su…",rt sant cannabis no fee medical cannabis service covered quebec public health insurance trouble su
469,2022-09-10 22:48:19+00:00,en,"@paulanoukas Rick Steves's guidebooks have been very helpful to me while traveling in Europe. His politics, however, are dumb as a rock except on the issue of cannabis legalization. In fact, I once saw him speak at a pro-cannabis legalization rally in Olympia, Washington.", rick steves guidebooks helpful traveling europe politics however dumb rock except issue cannabis legalization fact saw speak pro cannabis legalization rally olympia washington 
470,2022-09-10 22:47:21+00:00,en,"@toostranded @MJBizDaily The above applicable to cannabis with THC in it. Hemp as it is defined is regulated like an ag crop, with the exception that local jurisdictions in Ca can still ban production.", applicable cannabis thc it hemp defined regulated like ag crop exception local jurisdictions ca still ban production 
471,2022-09-10 22:46:57+00:00,en,"RT @CBCMontreal: Santé Cannabis, the only no-fee medical cannabis service covered by Quebec's public health insurance, is in trouble and su…",rt sant cannabis no fee medical cannabis service covered quebec public health insurance trouble su
472,2022-09-10 22:45:40+00:00,en,"@NickKristof @KristofFarms @portlandgeneral Unfortunately, our new normal. Just spent 5 days with no electricity &amp; water due to Weed Ca. Mill Fire. #wildfires", unfortunately new normal spent days electricity amp water due weed ca mill fire 
473,2022-09-10 22:41:24+00:00,en,Every single time I buy weed I cannot believe you all haven’t euthanized me yet,every single time buy weed cannot believe havent euthanized yet
474,2022-09-10 22:36:29+00:00,en,@geocitiess @0xActivX @ScienceZombie_ @Mr_Mothman_ @crysisid @Ethancozy225 @ThatsRoje @copie37 @notgonn01971762 @Aninfamousanon @TheDreadfulLord @mattagon_twitch @artdixi1 @badserb_mazee @JordanR17312464 @dawnmaskedguy @SycloneofKhaos Step 19: Criminalize Marijuana and arrest everyone, step criminalize marijuana arrest everyone
475,2022-09-10 22:36:08+00:00,en,"RT @CannaWorld4: Oh yeah, that ""legalization"" is working out great!

Quebec medical marijuana service won't take new patients due to lack o…",rt oh yeah legalization working great quebec medical marijuana service take new patients due lack o
476,2022-09-10 22:32:32+00:00,en,"@Whowaa Sort of a weed picture, new burger slick full of ✨space badder✨. I'm obsessed with how cute this little thing is https://t.co/z1O8WJs9pk", sort weed picture new burger slick full space badder i obsessed cute little thing 
477,2022-09-10 22:31:59+00:00,en,RT @Phoenix22555220: Quebec medical marijuana service won't take new patients due to lack of funds https://t.co/DVl2XKlv6h,rt quebec medical marijuana service take new patients due lack funds 
478,2022-09-10 22:30:30+00:00,en,Quebec medical marijuana service won't take new patients due to lack of funds https://t.co/DVl2XKlv6h,quebec medical marijuana service take new patients due lack funds 
479,2022-09-10 22:28:43+00:00,en,"@HazeyDaisey17 @BlackKnight10k My neighbor (86) had a stroke and grows a bit of weed. My back doc suggested weed to me. This is Ca., and when only essential stores were open during pandemic, weed stores were open. Do some research on web. Make you feel better,.", neighbor stroke grows bit weed back doc suggested weed me ca essential stores open pandemic weed stores open research web make feel better 
480,2022-09-10 22:27:48+00:00,en,@cleaningtowels @HopefulB2020 @lance_vamplew @SierraGypsy1 @steviusthegreat @cocaine__monkey @sarah_b1999 @SirPicklesACat @MyWorldTilted @11krkts @DaveB_2017 @LitterboxToast @Notamused15 @RickWrightNow Well grab yourself a marijuana and ruin your lives! https://t.co/heB5L2g2h6, well grab marijuana ruin lives 
481,2022-09-10 22:25:16+00:00,en,@Bconottabot @Forbes He want to be in front of turning Big Pharma to Big Weed.  He sees money trees ( weed), want front turning big pharma big weed sees money trees weed 
482,2022-09-10 22:23:38+00:00,en,"RT @paidpriestess: Great sex &amp; good weed to start my 

SATURDAY! &amp; you’re funding it CUCK! 😜

$65! CA // VENMO - XXFYPMXX 

Findom | Paypig…",rt great sex amp good weed start saturday amp youre funding cuck ca venmo xxfypmxx findom paypig
483,2022-09-10 22:21:15+00:00,en,"RT @paidpriestess: Great sex &amp; good weed to start my 

SATURDAY! &amp; you’re funding it CUCK! 😜

$65! CA // VENMO - XXFYPMXX 

Findom | Paypig…",rt great sex amp good weed start saturday amp youre funding cuck ca venmo xxfypmxx findom paypig
484,2022-09-10 22:21:13+00:00,en,"RT @CBCMontreal: Santé Cannabis, the only no-fee medical cannabis service covered by Quebec's public health insurance, is in trouble and su…",rt sant cannabis no fee medical cannabis service covered quebec public health insurance trouble su
485,2022-09-10 22:18:21+00:00,en,"RT @paidpriestess: Great sex &amp; good weed to start my 

SATURDAY! &amp; you’re funding it CUCK! 😜

$65! CA // VENMO - XXFYPMXX 

Findom | Paypig…",rt great sex amp good weed start saturday amp youre funding cuck ca venmo xxfypmxx findom paypig
486,2022-09-10 22:12:00+00:00,en,"""Cannabis-induced psychosis is real and it’s destroying thousands of families across America. Once the brain is broken, once it’s addicted, it’s really hard to get it back."" @AubreeAdams4 @EveryBrainMatt 
#ItsNotJustPot @HealthMarin4 https://t.co/KpsEA2pGJd", cannabis induced psychosis real its destroying thousands families across america brain broken its addicted its really hard get back 
487,2022-09-10 22:07:25+00:00,en,"RT @paidpriestess: Great sex &amp; good weed to start my 

SATURDAY! &amp; you’re funding it CUCK! 😜

$65! CA // VENMO - XXFYPMXX 

Findom | Paypig…",rt great sex amp good weed start saturday amp youre funding cuck ca venmo xxfypmxx findom paypig
488,2022-09-10 22:04:51+00:00,en,Legalize my medicine marijuana no seizures 9++ years https://t.co/eXtYjapwpE,legalize medicine marijuana seizures years 
489,2022-09-10 22:00:01+00:00,en,@comeflywithbee4 All they had was diet weed 😂😂😂, diet weed 
490,2022-09-10 21:57:31+00:00,en,"If 70-80% of the cannabis sold in licensed dispensaries in CA was from illicit grows, licensed producers would not be being offered $25/lb for bucked flower. It is highly irresponsible to interview only local law enforcement on such a nuanced and important topic.", cannabis sold licensed dispensaries ca illicit grows licensed producers would offered lb bucked flower highly irresponsible interview local law enforcement nuanced important topic 
491,2022-09-10 21:53:11+00:00,en,"RT @LexisNexisCan: Get your FREE newsletter on Canadian Cannabis Law Review - https://t.co/qKjR4N6OVm

This quarterly newsletter covers upd…",rt get free newsletter canadian cannabis law review this quarterly newsletter covers upd
492,2022-09-10 21:45:56+00:00,en,@thehealthb0t @white7rabbit7 Wish I had a weed opportunity like other states. But this one is lame. And there is no opportunity. Would of been nice. For me and a lot of others. Who knows anymore. Wasted time and energy, wish weed opportunity like states one lame opportunity would nice lot others knows anymore wasted time energy
493,2022-09-10 21:44:34+00:00,en,"RT @okanaganz: Yet another study finds weed doesn't make you lazy. I can confirm anecdotally.
https://t.co/2N3vQyE65U",rt yet another study finds weed make lazy confirm anecdotally 
494,2022-09-10 21:44:19+00:00,en,Been Tryna cry for like 3 days. Shit ain’t in me no more I guess. So drinks and weed it is https://t.co/iWWX39wV6j,tryna cry like days shit aint guess drinks weed 
495,2022-09-10 21:43:56+00:00,en,"RT @paidpriestess: Great sex &amp; good weed to start my 

SATURDAY! &amp; you’re funding it CUCK! 😜

$65! CA // VENMO - XXFYPMXX 

Findom | Paypig…",rt great sex amp good weed start saturday amp youre funding cuck ca venmo xxfypmxx findom paypig
496,2022-09-10 21:43:16+00:00,en,@NoLieWithBTC @cockermomma1 Legalized Marijuana would be a boost!, legalized marijuana would boost 
497,2022-09-10 21:42:11+00:00,en,"RT @okanaganz: Yet another study finds weed doesn't make you lazy. I can confirm anecdotally.
https://t.co/2N3vQyE65U",rt yet another study finds weed make lazy confirm anecdotally 
498,2022-09-10 21:40:10+00:00,en,"@GeorgeTakei Dude, you need to get a hobby or smoke more weed... Something.

We get it. You hate Trump. Lots and lots of hate for Trump.

It's still lots and lots of hate.

I dislike most of what Joe has done as POTUS. I think he and Hunter are guilty as sin. I don't hate him", dude need get hobby smoke weed something we get it hate trump lots lots hate trump it still lots lots hate i dislike joe done potus think hunter guilty sin hate
499,2022-09-10 21:38:04+00:00,en,"possibly a little but there was no animation to it like cannabis, that was considered a delusive inebriant",possibly little animation like cannabis considered delusive inebriant
500,2022-09-10 21:37:19+00:00,en,this message was approved by the weed council.,message approved weed council 
501,2022-09-10 21:33:39+00:00,en,"legal weed has gotta be coming to iowa soon, they're advertising it on the iowa hawkeyes radio broadcast...",legal weed gotta coming iowa soon they advertising iowa hawkeyes radio broadcast 
502,2022-09-10 21:31:48+00:00,en,"Toward the end of his life my father criticized me, yet again, about my use of cannabis as some crutch I was addicted to while my brother in law - that also called him Dad - was remonstrating, “Dad, you can’t say that anymore - everybody uses it.”",toward end life father criticized me yet again use cannabis crutch addicted brother law also called dad remonstrating dad cant say anymore everybody uses it 
503,2022-09-10 21:30:44+00:00,en,America bites into apple season with Apple Fritter—September’s Leafly Highlight https://t.co/8ZpmtGbngF via @leafly #Cannabis #VeteransForCannabis,america bites apple season apple fritterseptembers leafly highlight via 
504,2022-09-10 21:28:48+00:00,en,I wonder if anyone would CA me to fund my weed. It’s been almost a month and I want to feel something. That last weeks date was my rent money. I hate it.,wonder anyone would ca fund weed its almost month want feel something last weeks date rent money hate it 
505,2022-09-10 21:28:22+00:00,en,"My father didn’t drink, which was probably a good thing, yet he didn’t think of alcohol intoxication as something funny going on as he did in regard to marijuana",father didnt drink probably good thing yet didnt think alcohol intoxication something funny going regard marijuana
506,2022-09-10 21:22:08+00:00,en,"It was an honor to host a cannabis event in Pilsen with the support of the alderman 

The future of cannabis is women lead 💅🏼 get used to it! https://t.co/ImAvsPNumG",honor host cannabis event pilsen support alderman the future cannabis women lead get used it 
507,2022-09-10 21:19:58+00:00,en,"@DecodingFoxNews Of course she brings up Soros, on that network the trigger words are ""Soros"" and ""woke"". And we all know that there are  no right-wing cannabis users.🙄", course brings soros network trigger words soros woke know right wing cannabis users 
508,2022-09-10 21:15:25+00:00,en,RT @RaidersMunoz: @Dontcallmen1kk1 When I been driving while smoking weed in Indian Wells CA 🤔🤷🏽‍♂️😅👇🏽 https://t.co/CAlHosC0M0,rt driving smoking weed indian wells ca 
509,2022-09-10 21:13:59+00:00,en,@Dontcallmen1kk1 When I been driving while smoking weed in Indian Wells CA 🤔🤷🏽‍♂️😅👇🏽 https://t.co/CAlHosC0M0, driving smoking weed indian wells ca 
510,2022-09-10 21:13:31+00:00,en,just dropped my grinder full of weed,dropped grinder full weed
511,2022-09-10 21:07:37+00:00,en,"#copolitics The answer is simple: excessive regulations and taxes are propping up the #cannabis black market.

Article: Black market marijuana grows are popping up faster than law enforcement can take them down. But is legalization truly the cause? https://t.co/AYXd8pwkvQ", answer simple excessive regulations taxes propping black market article black market marijuana grows popping faster law enforcement take down legalization truly cause 
512,2022-09-10 21:03:28+00:00,en,"Gym, family, weed https://t.co/t2S2vWhoKv",gym family weed 
513,2022-09-10 21:00:02+00:00,en,RT @Z3itG3ist: #Quebec medical marijuana service won't take new patients due to lack of funds ; @SanteCannabis asks for more funding from p…,rt medical marijuana service take new patients due lack funds asks funding p
514,2022-09-10 20:59:28+00:00,en,"#Quebec medical marijuana service won't take new patients due to lack of funds ; @SanteCannabis asks for more funding from public, private sectors https://t.co/puTW068LVG @CBCnews", medical marijuana service take new patients due lack funds asks funding public private sectors 
515,2022-09-10 20:54:58+00:00,en,"#HotLaborSummer has inspired the cannabis industry to organize, and they need our solidarity! Zen Leaf in Chandler, AZ, recently became the third unionized dispensary in the state. Like Starbucks &amp; Amazon, management fired 11 workers from that location, and 3 were on Labor Day!! https://t.co/Tb6zecUhM8", inspired cannabis industry organize need solidarity zen leaf chandler az recently became third unionized dispensary state like starbucks amp amazon management fired workers location labor day 
516,2022-09-10 20:53:04+00:00,en,@Sportstalkcrap Go weed the yard?, go weed yard 
517,2022-09-10 20:52:37+00:00,en,"Twitter workers need weed!They've been assholes, and all need to get high? Send them weed!",twitter workers need weed they assholes need get high send weed 
518,2022-09-10 20:48:37+00:00,en,"@RealTimers @billmaher @wyntonmarsalis @profgalloway @MattWelch @HBO @hbomax Do you not know how to google? Yes Marijuana has been legal for most of the years the US has been a country.
https://t.co/XSuMPXyE8D", know google yes marijuana legal years us country 
519,2022-09-10 20:47:16+00:00,en,"We were fools to believe we could legalize marijuana https://t.co/sAXGeXuTiE via @Yahoo Hyperbolic bullshit. CA cannot protect against wildfires, nor can black market growers, despite decades of advance warning. Backyard growers may be a bulwark against corporations taking over.",fools believe could legalize marijuana via hyperbolic bullshit ca cannot protect wildfires black market growers despite decades advance warning backyard growers may bulwark corporations taking over 
520,2022-09-10 20:45:18+00:00,en,@poisonjr I’m homeless in Hollywood and money can buy me weed so that can make me happy., im homeless hollywood money buy weed make happy 
521,2022-09-10 20:44:57+00:00,en,Canada legalized recreational marijuana 4 years ago.,canada legalized recreational marijuana years ago 
522,2022-09-10 20:41:24+00:00,en,When I put the bath mat down she thinks it’s for her 🤣 (and yes I have a weed leaf rug in my bathroom duh) https://t.co/08WwSBPZQm,put bath mat thinks its and yes weed leaf rug bathroom duh 
523,2022-09-10 20:40:51+00:00,en,@kalmantibs @Defetyone @BillyPilgrim26 @ClaudetteGGibs1 Never thought you were. Maybe you need a little break from cannabis tho..., never thought were maybe need little break cannabis tho 
524,2022-09-10 20:40:15+00:00,en,"Support local OG’s before they’re all gone! 

Marley Natural located at 1887 Avenue is offering $25 to all Hemisphere customers, this weekend only! 
https://t.co/JU8lBo9lSg
#cannabis
#weed 
#toronto
#northyork https://t.co/VXK0ExXXlf",support local ogs theyre gone marley natural located avenue offering hemisphere customers weekend only 
525,2022-09-10 20:34:01+00:00,en,"@blackkingkofi I traded 2 $5 dollar 💵 bills in Cash out my pocket for $10 at Altitude Cannabis yesterday evening. 

Ace Boogie from Las Vegas is smoking 🚭 security. We got two grams for $10 out the door 🚪. 27% for Black Mafia's Batman and Robin strain, ""Gotham City,"" man, that indica's 💪🏾🦾", traded dollar bills cash pocket altitude cannabis yesterday evening ace boogie las vegas smoking security got two grams door black mafia batman robin strain gotham city man indica 
526,2022-09-10 20:33:44+00:00,en,"And all this time I thought the weed was just making me see funky stuff. It was ""Science!"" https://t.co/poqrzihSTF",time thought weed making see funky stuff science 
527,2022-09-10 20:30:22+00:00,en,"RT @paidpriestess: Great sex &amp; good weed to start my 

SATURDAY! &amp; you’re funding it CUCK! 😜

$65! CA // VENMO - XXFYPMXX 

Findom | Paypig…",rt great sex amp good weed start saturday amp youre funding cuck ca venmo xxfypmxx findom paypig
528,2022-09-10 20:29:51+00:00,en,@norcal823 Those muthafuckas are gonna keep our weed high for YEARS with their stupid shit Lmmfao, muthafuckas gonna keep weed high years stupid shit lmmfao
529,2022-09-10 20:27:23+00:00,en,"@davenewworld_2 Which is why it hasn’t been legalized!

Cannabis is the best. Love that we regulated it here in CA. Superior to booze on so many levels.

#legalizeit", hasnt legalized cannabis best love regulated ca superior booze many levels 
530,2022-09-10 20:25:56+00:00,en,"Happy #FullMoon in #Pisces ♋️
The #CannabisTarot Apprenticeships PRE-ENROLL is OPEN‼️
Before the #MercuryRetrograde, on 9/9/22, we launched 🚀Pre-Enroll‼️
👇🏽⬇️🪄📚
https://t.co/euoHNFVOE4 https://t.co/WgCHEyzGB9","happy the apprenticeships pre enroll open
before launched pre enroll "
531,2022-09-10 20:24:37+00:00,en,"RT @paidpriestess: Great sex &amp; good weed to start my 

SATURDAY! &amp; you’re funding it CUCK! 😜

$65! CA // VENMO - XXFYPMXX 

Findom | Paypig…",rt great sex amp good weed start saturday amp youre funding cuck ca venmo xxfypmxx findom paypig
532,2022-09-10 20:24:07+00:00,en,"RT @CannaWorld4: Oh yeah, that ""legalization"" is working out great!

Quebec medical marijuana service won't take new patients due to lack o…",rt oh yeah legalization working great quebec medical marijuana service take new patients due lack o
533,2022-09-10 20:21:39+00:00,en,Here’s a old Picture of me of being High while I’m getting ready for Work Guy!❤️🍀 Getting high off of good Weed Guys! I love you Guys!❤️😊 https://t.co/Td9p21VdRb,heres old picture high im getting ready work guy getting high good weed guys love guys 
534,2022-09-10 20:20:36+00:00,en,"Oh yeah, that ""legalization"" is working out great!

Quebec medical marijuana service won't take new patients due to lack of funds | CBC News https://t.co/RHKH96TgYq",oh yeah legalization working great quebec medical marijuana service take new patients due lack funds cbc news 
535,2022-09-10 20:18:00+00:00,en,Yes. Absolutely. Medical Cannabis has been my go to for chronic pain. No more opiates. It’s a freaking plant. ☮️💟 https://t.co/g7moPurmn7,yes absolutely medical cannabis go chronic pain opiates its freaking plant 
536,2022-09-10 20:17:32+00:00,en,@JCope222 You can buy weed in Vegas, buy weed vegas
537,2022-09-10 20:08:48+00:00,en,"RT @ARCGoldCountry: The #MillFire Local Assistance Center is open today and tomorrow, 10AM-6PM, at the Weed Community Center. The @RedCross…",rt local assistance center open today tomorrow weed community center 
538,2022-09-10 20:02:29+00:00,en,@MarinaA05965508 @OmarRiverosays Yes. Large article https://t.co/VV2wUzBx9J, yes large article 
539,2022-09-10 19:59:12+00:00,en,"Just posted a photo @ Weed, California https://t.co/8R6o8cS8M1",posted photo weed california 
540,2022-09-10 19:55:10+00:00,en,@mngop @AngieCraigMN @RepDeanPhillips @KistnerCongress is funding a Marijuana party candidate cuz he’s desperate to try and win… not principled at all!, funding marijuana party candidate cuz hes desperate try win principled all 
541,2022-09-10 19:54:45+00:00,en,"The #MillFire Local Assistance Center is open today and tomorrow, 10AM-6PM, at the Weed Community Center. The @RedCross and multiple county and state partners are on hand to provide info and resources on wildfire recovery. 

📍 161 E Lincoln Ave, Weed, CA 96094 https://t.co/sujYKTRXVq", local assistance center open today tomorrow weed community center multiple county state partners hand provide info resources wildfire recovery e lincoln ave weed ca 
542,2022-09-10 19:54:02+00:00,en,"DCC breaks $1 billion mark in amount of illegal cannabis seized just over a year after consolidation

https://t.co/jyojw2Ienk 

#cannabis #Cannabusiness https://t.co/OYuiGJituS",dcc breaks billion mark amount illegal cannabis seized year consolidation 
543,2022-09-10 19:50:43+00:00,en,"@NatureDevotee1 @JoanneJ96366976 &lt;3
Now to weed out the demons and angels", lt now weed demons angels
544,2022-09-10 19:46:49+00:00,en,Do you think the ice climbers smoke weed?,think ice climbers smoke weed 
